A,B,C,uot_weight,final_weight
-1.7560960829975856,0.25625584432829235,1.0383016481906056,1.3892842818633677,1.6801339564832494
-1.7289655153609376,1.802722756263032,-0.704749290906566,2.1114362039606305,1.6767948710555767
-1.7289655153609376,1.818475196679303,-0.6586026672008847,2.1526700761589708,1.7095407078875124
-1.7289655153609376,1.857818228746837,-0.49416702755474934,2.0755139642637683,4.78873550534567
-1.7289655153609376,1.7653212310898143,0.16538423280654427,1.838671751102746,3.2652677197369546
-1.7289655153609376,1.7547587796670205,0.18773887351673493,1.8543752553779125,3.293155321515631
-1.7289655153609376,0.6631511839092793,1.0003811355373038,1.06745340979094,0.6544557719615992
-1.7289655153609376,0.6348191860818418,1.0069812889688778,1.0769590006896197,0.660283650511132
-1.7289655153609376,0.6063497187895093,1.0131787269163828,1.0875342290298302,0.6667673238626635
-1.7289655153609376,0.5490331033452021,1.0243580284067249,1.1127906115109445,0.6822520140065378
-1.7289655153609376,0.46224518034880396,1.0380634360418497,1.1648969365570527,0.864431825605702
-1.7014950665362478,1.5577226289807677,-1.14120207492291,2.1082026451264095,4.326180165743323
-1.7014950665362478,1.813909800535449,-0.7327210456652845,2.118550458361045,3.212406428961016
-1.7014950665362478,1.8226330558705113,-0.7095406975342947,2.118645879284555,2.7616965946943917
-1.7014950665362478,1.858712191429207,-0.5919791054564171,2.0982433308005244,2.735101471260898
-1.7014950665362478,1.8644052033041927,-0.5681849543709239,2.094181730496945,2.7298070953403735
-1.7014950665362478,1.8820421188681777,-0.4723102141558561,2.078263548352791,7.870665037647411
-1.7014950665362478,1.77407929619887,0.19392183665426593,1.8633035905346207,5.43142554901315
-1.7014950665362478,0.49505536724005705,1.0504931646346543,1.1325200275879723,1.3794461592606155
-1.673693104288341,1.7698101398432866,0.24526718481986698,1.8682733254937014,5.445912047920621
-1.673693104288341,1.7575309583231287,0.26767330575728154,1.8534028544261747,5.4025654580829165
-1.673693104288341,0.5283795168369954,1.0619850529876989,1.1251616132514703,1.370483371718258
-1.6455680973642415,1.5898467466583266,-1.160513773601836,2.125914217301205,6.572864089517485
-1.6455680973642415,1.82220337573886,-0.8128406939612008,2.1798363367219378,3.3053356055468615
-1.6455680973642415,1.913777140575007,-0.5251714629634081,2.0885117495209458,2.7224161635633797
-1.6455680973642415,1.7754733859365208,0.274316327081986,1.8715316491736018,5.455409878854812
-1.6171286129135112,0.47543459615447253,-1.732274221666539,2.0062413157274657,2.394481255734622
-1.6171286129135112,1.605268649404849,-1.16978478742036,2.142287375256991,6.623486330567363
-1.6171286129135112,1.829111049807629,-0.8417115700547187,2.1798363367219378,3.3053356055468615
-1.6171286129135112,0.5663293982545493,1.0877418233295058,1.0925274371941853,1.099459774715609
-1.6171286129135112,0.5361354636406135,1.0929558664703491,1.0895083845942384,1.3270565817821849
-1.5883833138786134,0.35482745091482903,-1.7604439035586297,2.0362730548996217,2.4303246191232186
-1.5883833138786134,0.38585048479486306,-1.757794885752987,2.024088226433732,2.4157818305079153
-1.5883833138786134,0.41681188748822856,-1.7547064058256057,2.009939019816643,2.3988945249965887
-1.5883833138786134,0.4477022278517351,-1.7511794045573899,1.9536278659332402,2.3316862577729083
-1.5883833138786134,1.8225858613439572,-0.8940886525806483,2.1798363367219378,3.3053356055468615
-1.5593409563560967,0.19927702173147488,-1.7817791382958517,2.019437483643671,3.9279705891648504
-1.5593409563560967,0.3251724793368493,-1.7773134997793576,2.026969863107341,3.9426216814810875
-1.5593409563560967,1.739111008992173,-1.0595189654686226,2.1798363367219378,6.573537777605289
-1.5593409563560967,1.7548659328937484,-1.037349392344169,2.1798363367219378,6.573537777605289
-1.5593409563560967,1.7992403592833737,-0.9695479735702738,2.1798363367219378,6.573537777605289
-1.5593409563560967,1.81305336739999,-0.9465395488217866,2.1798363367219378,6.573537777605289
-1.5593409563560967,1.8263700045062716,-0.923338778185996,2.1798363367219378,3.3053356055468615
-1.5593409563560967,0.6049853398473842,1.1111302461212567,1.0664605319031564,1.0732274689234447
-1.5593409563560967,0.574283087402055,1.116888817205784,1.0643306821469039,1.0710841047813031
-1.530010386929401,0.1994301878188315,-1.7960379920756722,1.9794754743018341,3.85024122212575
-1.530010386929401,0.23124152203837958,-1.7955868807332778,2.0097693470222477,3.9091652750075374
-1.530010386929401,0.29481089746800715,-1.793332011043874,2.0274174945895105,3.9434923612178885
-1.530010386929401,1.667618842730726,-1.1751132960798585,2.1798363367219378,6.73957954750108
-1.530010386929401,0.6090827176670257,1.1249956545883713,1.0452841124704804,1.0519166802456545
